No.11,海上钢琴师 La leggenda del pianista sull'oceano,9.3,参评人数： 1198154,类型： 剧情 音乐,制片国家:  意大利,语言:  英语 / 法语 / 意大利语,上映日期： 2019-11-15(中国大陆) 1998-10-28(意大利),片长： 165分钟,又名:  声光伴我飞(港) / 一九零零的传奇 / 1900海上钢琴师 / 传奇1900 / The Legend of 1900 / The Legend Of The Pianist On The Ocean,导演: 朱塞佩·托纳多雷,编剧: 亚利桑德罗·巴里克 朱塞佩·托纳多雷,主演: 蒂姆·罗斯 / 普路特·泰勒·文斯 / 比尔·努恩 / 克兰伦斯·威廉姆斯三世 / 梅兰尼·蒂埃里 / 皮特·沃恩 / 尼尔·奥布赖恩 / 阿尔贝托·巴斯克斯 / 加布里埃莱·拉维亚 / 科里·巴克 / 西德尼·科尔 / Luigi De Luca / 尼古拉·迪·平托 / 费米·依鲁福祖 / 伊斯顿·盖奇 / 凯文·麦克纳利 / 布莱恩·普林格 / 沙拉·鲁宾 / 希思科特·威廉姆斯 / 阿妮妲·扎格利亚 / 安吉洛·迪洛雷塔,豆瓣链接：https://movie.douban.com/subject/1292001/,IMDb链接： https://www.imdb.com/title/tt0120731
No.12,楚门的世界 The Truman Show,9.3,参评人数： 1062236,类型： 剧情 科幻,制片国家:  美国,语言:  英语,上映日期： 1998-06-05(美国),片长： 103分钟,又名:  真人Show(港) / 真人戏 / 真人世界 / 楚门秀 / 真人秀,导演: 彼得·威尔,编剧: 安德鲁·尼科尔,主演: 金·凯瑞 / 劳拉·琳妮 / 艾德·哈里斯 / 诺亚·艾默里奇 / 娜塔莎·麦克艾霍恩,豆瓣链接：https://movie.douban.com/subject/1292064/,IMDb链接： https://www.imdb.com/title/tt0120382
No.13,三傻大闹宝莱坞 3 Idiots,9.2,参评人数： 1329214,类型： 剧情 喜剧 爱情 歌舞,制片国家:  印度,语言:  印地语 / 乌尔都语 / 英语,上映日期： 2011-12-08(中国大陆) 2009-12-25(印度),片长： 171分钟(印度),又名:  三个傻瓜(台) / 作死不离3兄弟(港) / 三个白痴 / 三个傻蛋 / 三个呆瓜 / 三生万悟 / 寻找兰彻 / Three Idiots,导演: 拉吉库马尔·希拉尼,编剧: 维德胡·维诺德·乔普拉 拉吉库马尔·希拉尼 阿希贾特·乔希,主演: 阿米尔·汗 / 卡琳娜·卡普尔 / 马达范 / 沙尔曼·乔希 / 奥米·瓦依达 / 博曼·伊拉尼 / 莫娜·辛格 / 拉杰夫·拉宾德拉纳特安,豆瓣链接：https://movie.douban.com/subject/3793023/,IMDb链接： https://www.imdb.com/title/tt1187043
No.14,机器人总动员 WALL·E,9.3,参评人数： 948764,类型： 科幻 动画 冒险,制片国家:  美国,语言:  英语,上映日期： 2008-06-27(美国),片长： 98分钟,又名:  瓦力(台) / 太空奇兵·威E(港) / 星际总动员 / 地球废品分装员 / 机器人瓦力 / walle,导演: 安德鲁·斯坦顿,编剧: 安德鲁·斯坦顿 吉姆·里尔顿 彼特·道格特,主演: 本·贝尔特 / 艾丽莎·奈特 / 杰夫·格尔林 / 佛莱德·威拉特 / 西格妮·韦弗 / MacInTalk / 约翰·拉岑贝格 / 凯茜·纳基麦 / 泰迪·牛顿 / 鲍伯·伯根 / 洛丽·理查德森 / 吉姆·瓦德 / 彼特·道格特 / 安德鲁·斯坦顿 / 杰夫·皮金 / 约翰·齐甘 / 米凯·麦高万 / 雪莉·琳恩 / 克莱特·惠特克 / 唐纳德·富利洛夫 / 罗里·艾伦 / 杰斯·哈梅尔 / 拉瑞恩·纽曼 / 扬·拉布森 / 保罗·伊丁,豆瓣链接：https://movie.douban.com/subject/2131459/,IMDb链接： http://www.pixar.com/feature-films/walle https://www.imdb.com/title/tt0910970
No.15,放牛班的春天 Les choristes,9.3,参评人数： 925379,类型： 剧情 音乐,制片国家:  法国 / 瑞士 / 德国,语言:  法语,上映日期： 2004-10-16(中国大陆) 2004-03-17(法国),片长： 97分钟,又名:  歌声伴我心(港) / 唱诗班男孩 / The Chorus,导演: 克里斯托夫·巴拉蒂,编剧: 乔治·沙普罗 勒·惠勒 诺埃-诺尔 克里斯托夫·巴拉蒂 菲利普·洛佩斯-屈瓦尔,主演: 热拉尔·朱尼奥 / 弗朗索瓦·贝莱昂 / 凯德·麦拉德 / 让-保罗·博奈雷 / 玛丽·布奈尔 / 让-巴蒂斯特·莫尼耶 / 马科森斯·珀林 / 格雷戈里·加迪诺尔 / 托马斯·布伦门塔尔 / 西里尔·伯尔尼科特 / 西蒙·法戈特 / 泰奥杜尔·卡雷-卡赛尼 / 菲利普·杜·詹纳兰德 / 埃里克·德斯玛莱茨 / 狄迪尔·弗拉蒙 / 雅克·贝汉,豆瓣链接：https://movie.douban.com/subject/1291549/,IMDb链接： https://www.imdb.com/title/tt0372824
No.16,星际穿越 Interstellar,9.3,参评人数： 1068987,类型： 剧情 科幻 冒险,制片国家:  美国 / 英国 / 加拿大 / 冰岛,语言:  英语,上映日期： 2014-11-12(中国大陆) 2014-11-07(美国),片长： 169分钟,又名:  星际启示录(港) / 星际效应(台) / 星际空间 / 星际之间 / 星际远航 / 星际 / Flora's Letter,导演: 克里斯托弗·诺兰,编剧: 乔纳森·诺兰 克里斯托弗·诺兰,主演: 马修·麦康纳 / 安妮·海瑟薇 / 杰西卡·查斯坦 / 卡西·阿弗莱克 / 迈克尔·凯恩 / 马特·达蒙 / 麦肯吉·弗依 / 蒂莫西·柴勒梅德 / 艾伦·伯斯汀 / 约翰·利思戈 / 韦斯·本特利 / 大卫·吉亚西 / 比尔·欧文 / 托弗·戈瑞斯 / 科莱特·沃夫 / 弗朗西斯·X·麦卡蒂 / 安德鲁·博尔巴 / 乔什·斯图沃特 / 莱雅·卡里恩斯 / 利亚姆·迪金森 / 杰夫·赫普内尔 / 伊莱耶斯·加贝尔 / 布鲁克·史密斯 / 大卫·奥伊罗 / 威廉姆·德瓦内 / 拉什·费加 / 格里芬·弗雷泽 / 弗洛拉·诺兰,豆瓣链接：https://movie.douban.com/subject/1889243/,IMDb链接： https://www.imdb.com/title/tt0816692 https://movie.douban.com/events/interstellar
No.17,大话西游之大圣娶亲 西遊記大結局之仙履奇緣,9.2,参评人数： 1047556,类型： 喜剧 爱情 奇幻 古装,制片国家:  中国香港 / 中国大陆,语言:  粤语 / 汉语普通话,上映日期： 1995-02-04(中国香港) 2014-10-24(中国大陆) 2017-04-13(中国大陆重映),片长： 95分钟,又名:  西游记完结篇仙履奇缘 / 齐天大圣西游记 / 大话东游之二 / A Chinese Odyssey Part Two - Cinderella,导演: 刘镇伟,编剧: 刘镇伟,主演: 周星驰 / 吴孟达 / 朱茵 / 蔡少芬 / 蓝洁瑛 / 莫文蔚 / 罗家英 / 刘镇伟 / 陆树铭 / 李健仁,豆瓣链接：https://movie.douban.com/subject/1292213/,IMDb链接： https://www.imdb.com/title/tt0114996
No.18,熔炉 도가니,9.3,参评人数： 644379,类型： 剧情,制片国家:  韩国,语言:  韩语,上映日期： 2011-09-22(韩国),片长： 125分钟,又名:  无声呐喊(港) / 漩涡 / Silenced / The Crucible,导演: 黄东赫,编剧: 黄东赫 孔枝泳,主演: 孔侑 / 郑有美 / 金贤秀 / 郑仁絮 / 白承焕 / 张光 / 金民尚 / 林贤成 / 金周灵 / 严孝燮 / 全国焕 / 崔镇浩 / 金志映 / 严智星 / 许在浩 / 张素妍,豆瓣链接：https://movie.douban.com/subject/5912992/,IMDb链接： https://www.imdb.com/title/tt2070649
No.19,疯狂动物城 Zootopia,9.2,参评人数： 1247005,类型： 喜剧 动画 冒险,制片国家:  美国,语言:  英语 / 挪威语,上映日期： 2016-03-04(中国大陆/美国),片长： 109分钟(中国大陆),又名:  优兽大都会(港) / 动物方城市(台) / 动物乌托邦 / 动物大都会 / Zootropolis,导演: 拜伦·霍华德 瑞奇·摩尔 杰拉德·布什,编剧: 拜伦·霍华德 瑞奇·摩尔 杰拉德·布什 吉姆·里尔顿 乔西·特立尼达 菲尔·约翰斯顿 珍妮弗·李,主演: 金妮弗·古德温 / 杰森·贝特曼 / 伊德里斯·艾尔巴 / 珍妮·斯蕾特 / 内特·托伦斯 / 邦尼·亨特 / 唐·雷克 / 汤米·钟 / J·K·西蒙斯 / 奥克塔维亚·斯宾瑟 / 艾伦·图代克 / 夏奇拉 / 雷蒙德·S·佩尔西 / 德拉·萨巴 / 莫里斯·拉马奇 / 菲尔·约翰斯顿 / 约翰·迪·马吉欧 / 凯蒂·洛斯 / 吉塔·雷迪 / 杰西·科尔蒂 / 汤米·利斯特 / 乔希·达拉斯 / 瑞奇·摩尔 / 凯斯·索西 / 彼得·曼斯布里奇 / 拜伦·霍华德 / 杰拉德·布什 / 马克·史密斯 / 乔西·特立尼达 / 约翰·拉维尔 / 克里斯汀·贝尔 / 吉尔·科德斯 / 梅利莎·古德温,豆瓣链接：https://movie.douban.com/subject/25662329/,IMDb链接： https://www.imdb.com/title/tt2948356
No.20,无间道 無間道,9.2,参评人数： 853002,类型： 剧情 悬疑 犯罪,制片国家:  中国香港,语言:  粤语,上映日期： 2002-12-12(中国香港) 2003-09-05(中国大陆),片长： 101分钟,又名:  Infernal Affairs / Mou gaan dou,导演: 刘伟强 麦兆辉,编剧: 麦兆辉 庄文强,主演: 刘德华 / 梁朝伟 / 黄秋生 / 曾志伟 / 郑秀文 / 陈慧琳 / 陈冠希 / 余文乐 / 杜汶泽 / 林家栋 / 萧亚轩,豆瓣链接：https://movie.douban.com/subject/1307914/,IMDb链接： https://www.imdb.com/title/tt0338564
No.21,龙猫 となりのトトロ,9.2,参评人数： 890738,类型： 动画 奇幻 冒险,制片国家:  日本,语言:  日语,上映日期： 2018-12-14(中国大陆) 1988-04-16(日本),片长： 86分钟,又名:  邻居托托罗 / 邻家的豆豆龙 / 隔壁的特特罗 / Tonari no Totoro / My Neighbor Totoro,导演: 宫崎骏,编剧: 宫崎骏,主演: 日高法子 / 坂本千夏 / 糸井重里 / 岛本须美 / 北林谷荣 / 高木均 / 雨笠利幸 / 丸山裕子 / 广濑正志 / 鹫尾真知子 / 铃木玲子 / 千叶繁 / 龙田直树 / 鳕子 / 西村朋纮 / 石田光子 / 神代知衣 / 中村大树 / 水谷优子 / 平松晶子 / 大谷育江,豆瓣链接：https://movie.douban.com/subject/1291560/,IMDb链接： https://www.imdb.com/title/tt0096283
No.22,教父 The Godfather,9.3,参评人数： 650867,类型： 剧情 犯罪,制片国家:  美国,语言:  英语 / 意大利语 / 拉丁语,上映日期： 1972-03-15(纽约首映) 1972-03-24(美国),片长： 175 分钟,又名:  Mario Puzo's The Godfather,导演: 弗朗西斯·福特·科波拉,编剧: 马里奥·普佐 弗朗西斯·福特·科波拉,主演: 马龙·白兰度 / 阿尔·帕西诺 / 詹姆斯·肯恩 / 理查德·卡斯特尔诺 / 罗伯特·杜瓦尔 / 斯特林·海登 / 约翰·马利 / 理查德·康特 / 艾尔·勒提埃里 / 黛安·基顿 / 阿贝·维高达 / 塔莉娅·夏尔 / 吉亚尼·罗素 / 约翰·凯泽尔 / 鲁迪·邦德 / 兰尼·蒙大拿,豆瓣链接：https://movie.douban.com/subject/1291841/,IMDb链接： https://www.imdb.com/title/tt0068646
No.23,当幸福来敲门 The Pursuit of Happyness,9.1,参评人数： 1063487,类型： 剧情 家庭 传记,制片国家:  美国,语言:  英语 / 粤语,上映日期： 2008-01-17(中国大陆) 2006-12-15(美国),片长： 117分钟,又名:  寻找快乐的故事(港) / 追求快乐 / 幸福追击 / The Pursuit of Happiness,导演: 加布里埃莱·穆奇诺,编剧: 斯蒂夫·康拉德,主演: 威尔·史密斯 / 贾登·史密斯 / 坦迪·牛顿 / 布莱恩·豪威  / 詹姆斯·凯伦 / 丹·卡斯泰兰尼塔 / 柯特·富勒 / 塔卡尤·费舍尔 / 凯文·韦斯特 / 乔治·张 / 戴维·迈克尔·西尔弗曼 / 多米尼克·博夫 / 杰弗·卡伦 / 乔伊芙·拉文 / 斯科特·克拉斯,豆瓣链接：https://movie.douban.com/subject/1849031/,IMDb链接： https://www.imdb.com/title/tt0454921
No.24,怦然心动 Flipped,9.1,参评人数： 1233787,类型： 剧情 喜剧 爱情,制片国家:  美国,语言:  英语,上映日期： 2010-07-26(好莱坞首映) 2010-09-10(美国),片长： 90分钟,又名:  萌动青春 / 青春萌动 / 冒失 / 梧桐树之恋,导演: 罗伯·莱纳,编剧: 罗伯·莱纳 安德鲁·沙因曼 文德琳·范·德拉安南,主演: 玛德琳·卡罗尔 / 卡兰·麦克奥利菲 / 瑞贝卡·德·莫妮 / 安东尼·爱德华兹 / 约翰·马奥尼 / 佩内洛普·安·米勒 / 艾丹·奎因 / 凯文·韦斯曼 / 摩根·莉莉 / 瑞安·克茨纳 / 吉莉安·普法夫 / 迈克尔·博萨 / 博·勒纳 / 杰奎琳·埃沃拉 / 泰勒·格鲁秀斯 / 艾莉·布莱恩特 / 阿什莉·泰勒 / 伊瑟尔·布罗萨德 / 科迪·霍恩 / 迈克尔·博尔顿 / 肖恩·哈珀 / 斯戴芬妮·斯考特 / 帕特丽夏·伦茨 / 马修·戈尔德 / 阿罗拉·凯瑟琳·史密斯 / 凯莉·唐纳利 / 索菲亚·撒高 / 米歇尔·梅斯默 / Scott Joel Gizicki / Rod Myers / Kara Pacitto / Katelyn Pacitto,豆瓣链接：https://movie.douban.com/subject/3319755/,IMDb链接： https://www.imdb.com/title/tt0817177
No.25,触不可及 Intouchables,9.2,参评人数： 695061,类型： 剧情 喜剧,制片国家:  法国,语言:  法语,上映日期： 2011-11-02(法国),片长： 112分钟,又名:  闪亮人生(港) / 逆转人生(台) / 无法触碰 / 最佳拍档 / 不可触碰 / 不可触摸 / Untouchable / The Intouchables,导演: 奥利维埃·纳卡什 埃里克·托莱达诺,编剧: 奥利维埃·纳卡什 埃里克·托莱达诺,主演: 弗朗索瓦·克鲁塞 / 奥玛·希 / 安娜·勒尼 / 奥德雷·弗勒罗 / 托马·索利韦尔,豆瓣链接：https://movie.douban.com/subject/6786002/,IMDb链接： https://www.imdb.com/title/tt1675434
No.26,蝙蝠侠：黑暗骑士 The Dark Knight,9.2,参评人数： 716148,类型： 剧情 动作 科幻 惊悚 犯罪,制片国家:  美国 / 英国,语言:  英语 / 汉语普通话,上映日期： 2008-07-14(纽约首映) 2008-07-18(美国),片长： 152分钟,又名:  蝙蝠侠前传2：黑暗骑士 / 黑暗骑士(台) / 蝙蝠侠-黑夜之神(港) / 蝙蝠侠6：暗夜骑士 / Batman: The Dark Knight / TDK,导演: 克里斯托弗·诺兰,编剧: 乔纳森·诺兰 克里斯托弗·诺兰 大卫·S·高耶,主演: 克里斯蒂安·贝尔 / 希斯·莱杰 / 艾伦·艾克哈特 / 迈克尔·凯恩 / 玛吉·吉伦哈尔 / 加里·奥德曼 / 摩根·弗里曼 / 莫尼克·加布里埃拉·库尔内 / 罗恩·迪恩 / 基里安·墨菲 / 黄经汉 / 内斯特·卡博内尔 / 埃里克·罗伯茨 / 里特奇·科斯特 / 安东尼·迈克尔·豪尔 / 基斯·斯扎拉巴基克 / 柯林·麦克法兰 / 约书亚·哈尔托 / 美琳达·麦格劳 / 内森·甘宝 / 迈克尔·维约 / 迈克尔·斯托扬诺夫 / 威廉·斯米利 / 丹尼·高德林 / 迈克尔·加·怀特 / 马修·奥尼尔 / 威廉·菲克纳 / 欧鲁米基·欧拉乌米 / 格雷格·比姆 / 爱利克·赫尔曼 / 毕崔斯·罗森 / 文森佐·尼克力 / 陈冠希,豆瓣链接：https://movie.douban.com/subject/1851857/,IMDb链接： http://thedarkknight.warnerbros.com https://www.imdb.com/title/tt0468569
No.27,控方证人 Witness for the Prosecution,9.6,参评人数： 272780,类型： 剧情 悬疑 犯罪,制片国家:  美国,语言:  英语 / 德语,上映日期： 1957-12-17(美国),片长： 116分钟,又名:  雄才伟略 / 情妇,导演: 比利·怀德,编剧: 阿加莎·克里斯蒂 比利·怀德 哈里·库尼兹,主演: 泰隆·鲍华 / 玛琳·黛德丽 / 查尔斯·劳顿 / 爱尔莎·兰切斯特 / 约翰·威廉姆斯 / 亨利·丹尼尔 / 伊安·沃尔夫 / 托林·撒切尔 / 诺玛·威登 / 尤娜·奥康纳 / 茹塔·李,豆瓣链接：https://movie.douban.com/subject/1296141/,IMDb链接： https://www.imdb.com/title/tt0051201
No.28,活着,9.2,参评人数： 554596,类型： 剧情 家庭 历史,制片国家:  中国大陆 / 中国香港,语言:  汉语普通话,上映日期： 1994-06-30(中国香港) 1994-05-17(戛纳电影节),片长： 132分钟,又名:  人生 / Lifetimes / To Live,导演: 张艺谋,编剧: 芦苇 余华,主演: 葛优 / 巩俐 / 姜武 / 牛犇 / 郭涛 / 张璐 / 倪大红 / 肖聪 / 董飞 / 刘天池 / 董立范 / 黄宗洛 / 刘燕瑾 / 李连义 / 杨同顺,豆瓣链接：https://movie.douban.com/subject/1292365/,IMDb链接： https://www.imdb.com/title/tt0110081
